TABLE S1. Data from Adenot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No;SMILES-Adenot;SMILES;SMILES-B;Name;BBB-crossing;P-gp;note;E;S;A;B;V;MW;PSA;logP;logD(7.4);No of H donors;No of H Accetors;pKa (Acid);pKa (Base);Iv (Carboxy);(+)Form;(-)Form;(+/-)Form;0Form;No of Rotatable bonds;Distance-Ab;Training or test set;;;;;;
976;CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN1CCN(CC1)\C(=N)\N/C(/N)=N)C(=O)c1c(cccc1[C@@]3(C)O)O;CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCN(CC3)C(=N)NC(N)=N)C(=O)c4c(O)cccc4C5(C)O ;CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCN(CC3)C(=N)NC(N)=N)C(=O)c4c(O)cccc4C5(C)O ;guamecycline;0;;;4,86;5,18;2,29;5,25;4,49;626,66;259,86;-1,61;-4,61;11;16;3,3;12,7;0;0,000;0,000;1,000;0,000;7;1,06;Training;;;;;;
977;CC1(C)N[C@@H](C(=O)N1[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c1ccccc1;CC4(C)SC3C(N1C(=O)C(NC1(C)C)c2ccccc2)C(=O)N3C4C(O)=O ;CC4(C)SC3C(N1C(=O)C(NC1(C)C)c2ccccc2)C(=O)N3C4C(O)=O ;hetacillin;0;;;2,84;2,82;0,53;2,55;2,79;389,47;115,25;1,32;-1,51;2;7;2,6;7,3;1;0,000;0,557;0,443;0,000;3;0,47;Training;;;;;;
978;CNC(C)C(O)c1ccc(cc1)O ;CNC(C)C(O)c1ccc(O)cc1 ;CNC(C)C(O)c1ccc(O)cc1 ;hydroxyephedrine;0;;;1,16;1,20;0,68;1,41;1,50;181,23;52,49;0,31;-0,91;3;3;10,3;8,6;0;0,939;0,000;0,001;0,059;3;0,37;Training;;;;;;
979;CC1=CC(=O)Oc2cc(ccc12)O;Cc1cc(=O)oc2cc(O)ccc12 ;Cc1cc(=O)oc2cc(O)ccc12 ;hymecromone;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);;1,36;1,41;0,37;0,82;1,26;176,17;46,53;1,57;1,50;1;3;8,2;-999;0;0,000;0,137;0,000;0,863;0;0,76;Training;;;;;;
980;C[C@H]1O[C@@H](C[C@@H](N)[C@H]1O)O[C@H]1C[C@@](O)(Cc2c(c3c(c(c21)O)C(=O)c1ccccc1C3=O)O)C(C)=O;CC1OC(CC(N)C1O)OC4CC(O)(Cc5c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c45)C(C)=O ;CC1OC(CC(N)C1O)OC4CC(O)(Cc5c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c45)C(C)=O ;idarubicin;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);Adenot use twice;3,46;3,77;1,22;3,32;3,47;497,49;176,61;0,90;0,13;6;10;10;8,1;0;0,832;0,000;0,002;0,166;3;0,73;Training;;;;;;
981;C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(O)=O)SCCN/C=N;CC(O)C2C1CC(=C(N1C2=O)C(O)=O)SCCNC=N ;CC(O)C2C1CC(=C(N1C2=O)C(O)=O)SCCNC=N ;imipenem;0;;;2,23;2,05;0,91;2,39;2,11;299,35;139,02;0,53;-1,98;4;7;3,2;9,9;1;0,000;0,003;0,997;0,000;7;0,61;Training;;;;;;
982;110;CC(C)(C)NC(=O)C1CN(CCN1CC(O)CC(Cc2ccccc2)C(=O)NC3C(O)Cc4ccccc34)Cc5cccnc5;CC(C)(C)NC(=O)C1CN(CCN1CC(O)CC(Cc2ccccc2)C(=O)NC3C(O)Cc4ccccc34)Cc5cccnc5;indinavir;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);;3,59;3,84;1,12;3,12;4,90;613,79;118,03;2,69;2,59;4;9;999;6,8;0;0,201;0,000;0,000;0,799;12;0,74;Training;;;;;;
983;CN[C@H]1[C@@H](O)C(OC[C@]1(C)O)O[C@@H]1[C@@H](O)[C@H](OC2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=O)C(O)CN;CNC1C(O)C(OCC1(C)O)OC3C(CC(N)C(OC2OC(CN)C(O)C(O)C2O)C3O)NC(=O)C(O)CN;CNC1C(O)C(OCC1(C)O)OC3C(CC(N)C(OC2OC(CN)C(O)C(O)C2O)C3O)NC(=O)C(O)CN;isepamicin (isepamycin);0;;Adenot names isepamycin;3,59;4,76;1,49;6,74;4,04;569,60;297,72;-7,16;-8,02;15;17;999;8,2;0;0,863;0,000;0,000;0,137;9;1,02;Training;;;;;;
984;CCC(C)N1N=CN(C1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@@](Cn2cncn2)(O1)c1ccc(cc1Cl)Cl;CCC(C)n7ncn(c1ccc(cc1)N2CCN(CC2)c6ccc(OCC4COC(Cn3cncn3)(O4)c5ccc(Cl)cc5Cl)cc6)c7=O ;CCC(C)n7ncn(c1ccc(cc1)N2CCN(CC2)c6ccc(OCC4COC(Cn3cncn3)(O4)c5ccc(Cl)cc5Cl)cc6)c7=O ;itraconazole;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);Adenot use twice;4,49;4,68;0,00;4,28;5,00;705,63;100,79;4,32;4,32;0;12;999;5,4;0;0,010;0,000;0,000;0,990;11;1,05;Training;;;;;;
985;116;CC(=O)N1CCN(CC1)c5ccc(OCC3COC(Cn2ccnc2)(O3)c4ccc(Cl)cc4Cl)cc5 ;CC(=O)N1CCN(CC1)c5ccc(OCC3COC(Cn2ccnc2)(O3)c4ccc(Cl)cc4Cl)cc5 ;ketoconazole;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);Adenot use twice;3,07;3,52;0,00;2,55;3,72;531,43;69,06;4,04;3,98;0;8;999;6,6;0;0,137;0,000;0,000;0,863;7;0,62;Training;;;;;;
986;CO[C@H]1[C@H](O)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1OC1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C ;COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(C1O)N(C)C;COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(C1O)N(C)C;kitasamycin;0;;;3,05;4,17;1,43;5,05;5,41;701,84;193,91;0,77;0,07;5;14;999;8;0;0,799;0,000;0,000;0,201;8;0,78;Training;;;;;;
987;CC1=C(COC(=O)[C@@H]2N3[C@H](SC2(C)C)[C@H](NC(=O)[C@H](N)c2ccccc2)C3=O)OC(=O)O1 ;Cc1oc(=O)oc1COC(=O)C2N4C(SC2(C)C)C(NC(=O)C(N)c3ccccc3)C4=O ;Cc1oc(=O)oc1COC(=O)C2N4C(SC2(C)C)C(NC(=O)C(N)c3ccccc3)C4=O ;lenampicillin;0;;;3,06;3,67;0,44;2,94;3,16;461,49;162,56;-0,33;-0,59;3;10;999;7,3;0;0,443;0,000;0,000;0,557;7;0,47;Training;;;;;;
988;CNCC[C@@H](O)[C@@H]1C[C@@H](CN1)SC1=C(N2[C@H]([C@H]1C)[C@@H]([C@@H](C)O)C2=O)C(O)=O ;CNCCC(O)C1CC(CN1)SC2=C(N3C(C2C)C(C(C)O)C3=O)C(O)=O ;CNCCC(O)C1CC(CN1)SC2=C(N3C(C2C)C(C(C)O)C3=O)C(O)=O ;lenapenem;0;;;2,59;2,45;1,47;2,81;2,95;399,50;147,43;1,04;-1,47;5;8;3,2;9,9;1;0,000;0,003;0,997;0,000;8;0,72;Training;;;;;;
989;COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O1)C(=O)CO)O;COc4cccc5C(=O)c3c(O)c2CC(O)(CC(OC1CC(NC(=O)C(N)CC(C)C)C(O)C(C)O1)c2c(O)c3C(=O)c45)C(=O)CO ;COc4cccc5C(=O)c3c(O)c2CC(O)(CC(OC1CC(NC(=O)C(N)CC(C)C)C(O)C(C)O1)c2c(O)c3C(=O)c45)C(=O)CO ;leurubicin;0;;;3,88;4,61;1,28;4,42;4,69;656,68;235,17;0,08;-0,78;8;14;10;8,2;0;0,861;0,000;0,002;0,136;9;1,40;Training;;;;;;
990;N[C@@H](Cc1ccc(c(c1)O)O)C(O)=O;NC(Cc1ccc(O)c(O)c1)C(O)=O ;NC(Cc1ccc(O)c(O)c1)C(O)=O ;levodopa;0;;;1,47;1,89;1,48;1,41;1,43;197,19;103,78;-2,47;-2,48;5;5;2,1;9,1;1;0,000;0,020;0,980;0,000;3;0,53;Training;;;;;;
991;C[C@H]1COc2c(c(cc3c2N1C=C(C(O)=O)C3=O)F)N1CCN(C)CC1;CC2COc3c(N1CCN(C)CC1)c(F)cc4c(=O)c(cn2c34)C(O)=O ;CC2COc3c(N1CCN(C)CC1)c(F)cc4C(=O)C(=CN2c34)C(O)=O ;levofloxacin;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);;2,29;2,67;0,37;2,40;2,50;361;73,32;-0,24;-2,34;1;7;6,1;8,3;1;0,042;0,106;0,846;0,005;2;0,97;Training;;;;;;
992;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OC)\[C@H](C)[C@@H](O)[C@]1(C)O;CCC3OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOC)C(C)C(O)C3(C)O ;CCC3OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOC)C(C)C(O)C3(C)O ;lexithromycin;0;;;2,90;3,82;0,93;4,73;6,01;762,97;198,43;3,02;1,80;5;15;999;8,6;0;0,941;0,000;0,000;0,059;8;0,56;Training;;;;;;
993;CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O ;CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O ;CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O ;lincomycin;0;;;2,09;2,64;1,48;2,90;3,10;406,54;147,79;0,72;0,24;5;8;999;7,7;0;0,666;0,000;0,000;0,334;7;0,53;Training;;;;;;
994;N[C@@H](C(=O)N[C@H]1[C@H]2CCC(=C(N2C1=O)C(O)=O)Cl)c1ccccc1;NC(C(=O)NC2C1CCC(=C(N1C2=O)C(O)=O)Cl)c3ccccc3 ;NC(C(=O)NC2C1CCC(=C(N1C2=O)C(O)=O)Cl)c3ccccc3 ;loracarbef;0;;;2,53;2,88;0,94;2,17;2,39;349,77;112,73;-1,40;-4,24;4;7;2,5;7,3;1;0,000;0,557;0,443;0,000;4;0,64;Training;;;;;;
995;CCCCc1nc(c(n1Cc1ccc(cc1)c1ccccc1c1[nH]nnn1)CO)Cl;CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4 ;CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4 ;losartan;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);;2,86;2,91;0,66;1,86;3,12;422,91;92,51;2,86;0,02;2;7;4,5;6,2;0;0,000;0,939;0,059;0,001;8;0,27;Training;;;;;;
996;CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCNCCCCC(N)C(O)=O)C(=O)c1c(cccc1[C@@]3(C)O)O;CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCNCCCCC(N)C(O)=O)C(=O)c3c(O)cccc3C4(C)O ;CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCNCCCCC(N)C(O)=O)C(=O)c3c(O)cccc3C4(C)O ;lymecycline;0;;;4,08;5,16;2,81;4,28;4,36;602,63;242,98;-4,17;-4,17;10;14;2,3;9,9;1;0,000;0,003;0,997;0,000;10;2,25;Training;;;;;;
997;CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(O)=O;CC3(C)SC2C(N=CN1CCCCCC1)C(=O)N2C3C(O)=O ;CC3(C)SC2C(N=CN1CCCCCC1)C(=O)N2C3C(O)=O ;mecillinam;0;;;2,05;2,18;0,30;2,10;2,41;325,43;98,51;2,59;0,08;1;6;2,6;8,9;1;0,000;0,031;0,969;0,000;3;0,59;Training;;;;;;
998;126;CN(C)C4C3C(O)C2C(=C)c1c(Cl)ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O ;CN(C)C4C3C(O)C2C(=C)c1c(Cl)ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O ;meclocycline;0;;;3,81;4,28;1,85;3,12;3,18;476,86;181,62;1,04;-1,47;7;10;3,3;9,2;0;0,000;0,016;0,984;0,000;2;0,40;Training;;;;;;
999;CC(CN(C)C)OC(C)(c1ccccc1)c1ccc(cc1)Cl ;CC(CN(C)C)OC(C)(c1ccccc1)c2ccc(Cl)cc2 ;CC(CN(C)C)OC(C)(c1ccccc1)c2ccc(Cl)cc2 ;mecloxamine;0;;;1,67;1,48;0,00;0,97;2,59;317,85;12,47;4,52;3,12;0;2;999;8,8;0;0,962;0,000;0,000;0,038;6;0,35;Training;;;;;;
1000;C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(c3c(c(c21)O)C(=O)c1ccccc1C3=O)O)C(=O)CO;CC1OC(CC(N)C1O)OC4CC(O)(Cc5c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c45)C(=O)CO ;CC1OC(CC(N)C1O)OC4CC(O)(Cc5c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c45)C(=O)CO ;medorubicin;0;;;3,61;3,99;1,23;2,85;3,53;513,49;196,84;0,22;-0,56;7;11;10;8,1;0;0,832;0,000;0,002;0,166;4;0,49;Training;;;;;;
1001;C[C@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(O)=O)S[C@@H]1CN[C@@H](C1)C(=O)N(C)C ;CC(O)C2C1C(C)C(=C(N1C2=O)C(O)=O)SC3CNC(C3)C(=O)N(C)C ;CC(O)C2C1C(C)C(=C(N1C2=O)C(O)=O)SC3CNC(C3)C(=O)N(C)C ;meropenem;0;;;2,52;2,61;0,91;2,81;2,76;383,46;135,48;0,05;-2,47;3;8;3,2;8,7;1;0,000;0,048;0,952;0,000;5;0,71;Training;;;;;;
1002;CC1(C)SC2C(NC(=O)C(N=C)c3ccccc3)C(=O)N2C1C(O)=O;CC3(C)SC2C(NC(=O)C(N=C)c1ccccc1)C(=O)N2C3C(O)=O ;CC3(C)SC2C(NC(=O)C(N=C)c1ccccc1)C(=O)N2C3C(O)=O ;metampicillin;0;;;2,49;2,69;0,62;2,10;2,57;361,42;124,37;0,21;-2,43;2;7;2,6;7,8;1;0,000;0,285;0,715;0,000;5;0,41;Training;;;;;;
1003;COc1cccc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)OC;CCN(CC)CCOC(=O)C1N3C(SC1(C)C)C(NC(=O)c2c(OC)cccc2OC)C3=O ;CCN(CC)CCOC(=O)C1N3C(SC1(C)C)C(NC(=O)c2c(OC)cccc2OC)C3=O ;meticillin (tameticillin);0;;they have same simple SMILES;2,43;3,13;0,14;2,70;3,58;479,59;122,71;3,22;2,18;1;9;999;8,4;0;0,909;0,000;0,000;0,091;11;0,58;Training;;;;;;
1004;CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(C)(=O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O;CC4(C)SC3C(NC(=O)C(NC(=O)N1CCN(C1=O)S(C)(=O)=O)c2ccccc2)C(=O)N3C4C(O)=O ;CC4(C)SC3C(NC(=O)C(NC(=O)N1CCN(C1=O)S(C)(=O)=O)c2ccccc2)C(=O)N3C4C(O)=O ;mezlocillin;0;;;3,54;5,13;0,97;3,94;3,58;539,58;207,18;0,05;-3,97;3;13;2,6;-999;1;0,000;1,000;0,000;0,000;6;0,55;Training;;;;;;
1005;142;COCC(=O)OC4(CCN(C)CCCc2nc1ccccc1[nH]2)CCc3cc(F)ccc3C4C(C)C ;COCC(=O)OC4(CCN(C)CCCc2nc1ccccc1[nH]2)CCc3cc(F)ccc3C4C(C)C ;mibefradil;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);;2,44;2,30;0,47;2,08;3,91;495,63;67,45;4,97;2,37;1;6;999;10;0;0,997;0,000;0,000;0,003;12;0,39;Training;;;;;;
1006;CCC(=O)O[C@@H]1CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@H]1OC ;CCC(=O)OC3CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC1CC(C)(O)C(OC(=O)CC)C(C)O1)C(C2O)N(C)C)C3OC ;CCC(=O)OC3CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC1CC(C)(O)C(OC(=O)CC)C(C)O1)C(C2O)N(C)C)C3OC ;midecamycin;0;;;2,86;4,46;1,22;5,06;6,28;813,97;206,05;3,24;2,54;3;16;999;8;0;0,799;0,000;0,000;0,201;14;0,92;Training;;;;;;
1007;CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(cc2)N(C)C)N(C)C(=O)C2CCCN2C1=O)c1ccccc1;CCC5NC(=O)C(NC(=O)c1ncccc1O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc3ccc(cc3)N(C)C)N(C)C(=O)C4CCCN4C5=O)c6ccccc6;CCC5NC(=O)C(NC(=O)c1ncccc1O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc3ccc(cc3)N(C)C)N(C)C(=O)C4CCCN4C5=O)c6ccccc6;mikamycin (pristinamycin-ia);0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);Adenot names pristinamycin-ia;5,51;7,22;0,87;5,79;6,45;866,96;227,96;3,59;3,49;4;18;8;5,1;0;0,004;0,200;0,001;0,795;7;3,51;Training;;;;;;
1008;145;CN(C)C4C3CC2Cc1c(ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O)N(C)C ;CN(C)C4C3CC2Cc1c(ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O)N(C)C ;minocycline;0;;;3,53;4,29;1,53;3,31;3,28;457,48;164,63;0,92;-2,08;6;10;3,3;9,2;0;0,000;0,016;0,984;0,000;3;0,80;Training;;;;;;
1009;CCCCCC1CN[C@@H](C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O ;CCCCCC1CNC(C1)C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O ;CCCCCC1CNC(C1)C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O ;mirincamycin;0;;;2,09;2,35;1,41;2,45;3,30;439,01;136,35;0,79;-0,08;5;7;999;8,2;0;0,863;0,000;0,000;0,137;9;1,44;Training;;;;;;
1010;CO[C@@]12[C@@H](COC(N)=O)C3=C(N2C[C@H]2N[C@H]21)C(=O)C(=C(N)C3=O)C;COC23C1NC1CN2C4=C(C3COC(N)=O)C(=O)C(=C(C)C4=O)N ;COC23C1NC1CN2C4=C(C3COC(N)=O)C(=O)C(=C(C)C4=O)N ;mitomycin;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);;2,63;3,77;0,53;2,81;2,27;334,33;158,92;-0,32;-1,19;5;9;999;8,2;0;0,863;0,000;0,000;0,137;4;1,37;Training;;;;;;
1011;CO[C@]1(NC(=O)C(C(O)=O)c2ccc(cc2)O)[C@H]2OCC(=C(N2C1=O)C(O)=O)CSc1nnnn1C;COC3(NC(=O)C(C(O)=O)c1ccc(O)cc1)C2OCC(=C(N2C3=O)C(O)=O)CSc4nnnn4C;COC3(NC(=O)C(C(O)=O)c1ccc(O)cc1)C2OCC(=C(N2C3=O)C(O)=O)CSc4nnnn4C;moxalactam (latamoxef);0;;Adenot names latamoxef;3,56;4,48;1,34;4,11;3,35;520,47;231,60;-1,27;-6,13;4;15;2,5;-999;1;0,000;1,000;0,000;0,000;9;0,90;Training;;;;;;
1012;147;CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12 ;CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12 ;nadolol;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);;1,65;1,87;0,87;2,16;2,49;309,40;81,95;0,54;-1,43;4;5;999;9,4;0;0,990;0,000;0,000;0,010;6;1,04;Training;;;;;;
1013;CCN1C=C(C(O)=O)C(=O)c2ccc(nc12)C ;CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12 ;CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12 ;nalidixic-acid;0;;;1,55;1,88;0,37;1,38;1,70;232,23;70,50;0,77;-0,55;1;5;6,1;3,8;1;0,000;0,952;0,000;0,048;2;0,49;Training;;;;;;
1014;NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O ;NCC2OC(OC1C(N)CC(N)C(O)C1O)C(N)C(O)C2O;NCC2OC(OC1C(N)CC(N)C(O)C1O)C(N)C(O)C2O;neamine (neomycin);0;;Adenot names neomycin;2,55;2,91;1,42;3,20;2,33;322,36;203,46;-6,15;-7,86;12;10;999;9,1;0;0,980;0,000;0,000;0,020;3;1,10;Training;;;;;;
1015;Cc1c(cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O;Cc1c(O)cccc1C(=O)NC(CSc2ccccc2)C(O)CN4CC3CCCCC3CC4C(=O)NC(C)(C)C ;Cc1c(O)cccc1C(=O)NC(CSc2ccccc2)C(O)CN4CC3CCCCC3CC4C(=O)NC(C)(C)C ;nelfinavir;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);;3,12;3,35;1,22;2,61;4,54;567,78;127,20;6,35;6,24;4;7;9;6,8;0;0,196;0,020;0,005;0,780;10;1,44;Training;;;;;;
1016;NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@H]2O[C@@H](CO)[C@H](O[C@H]3O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O;NCC4OC(OC3C(CO)OC(OC1C(O)C(N)CC(N)C1OC2OC(CN)C(O)C(O)C2N)C3O)C(N)C(O)C4O;NCC4OC(OC3C(CO)OC(OC1C(O)C(N)CC(N)C1OC2OC(CN)C(O)C(O)C2N)C3O)C(N)C(O)C4O;neomycinbas2ethylbutyrate (framycetin);0;;Adenot names framycetin;4,37;5,13;1,87;7,67;4,28;614,64;353,11;-8,81;-10,52;19;19;999;9,1;0;0,980;0,000;0,000;0,020;9;2,95;Training;;;;;;
1017;CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O;CCNC2CC(N)C(OC1OC(=CCC1N)CN)C(O)C2OC3OCC(C)(O)C(NC)C3O ;CCNC2CC(N)C(OC1OC(=CCC1N)CN)C(O)C2OC3OCC(C)(O)C(NC)C3O ;netilmicin;0;;;2,96;2,86;1,38;5,04;3,61;475,58;199,73;-4,44;-6,15;11;12;999;9,1;0;0,980;0,000;0,000;0,020;8;0,30;Training;;;;;;
1018;COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1)C;COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C ;COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C ;nicardipine;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);;2,52;3,05;0,14;2,12;3,62;479,52;113,69;2,35;2,13;1;9;999;7,2;0;0,387;0,000;0,000;0,613;11;0,53;Training;;;;;;
1019;395;COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ;COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ;nifedipine;0;P-gp (Adenot, J. Chem. Inf. Comput. Sci. 2004, 44, 239-248);;1,67;2,33;0,19;1,57;2,49;346,33;110,45;0,59;0,59;1;8;999;2;0;0,000;0,000;0,000;1,000;6;0,45;Training;;;;;;
1020;CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)O)[N+]([O-])=O;CN(C)C4C3CC2Cc1c(ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O)N(=O)=O ;CN(C)C4C3CC2Cc1c(ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O)N(=O)=O ;nitrocycline;0;;;3,32;4,86;1,62;3,18;3,07;459,41;207,21;0,68;-1,83;6;12;3,3;9,2;0;0,000;0,016;0,984;0,000;3;0,61;Training;;;;;;
1021;158;NCC(O)c1cccc(O)c1;NCC(O)c1cccc(O)c1;norfenefrine;0;;;1,24;1,26;0,80;1,38;1,22;153,18;66,48;-0,43;-2,22;4;3;10,3;9,2;0;0,983;0,000;0,001;0,016;2;0,46;Training;;;;;;
